Interval	Avg	Std	CI=0.95	Min	Median	Max
    0 --     1	0.003	0.001	0.001	0.002	0.003	0.005
    1 --     2	0.005	0.001	0.001	0.003	0.005	0.006
    2 --     3	0.006	0.001	0.001	0.005	0.006	0.006
    3 --     4	0.004	0.001	0.001	0.004	0.004	0.007
    4 --     5	0.005	0.001	0.002	0.003	0.006	0.007
    5 --     6	0.005	0.002	0.002	0.003	0.006	0.007
    6 --     7	0.005	0.002	0.002	0.003	0.004	0.007
    7 --     8	0.005	0.001	0.002	0.004	0.004	0.007
    8 --     9	0.005	0.001	0.001	0.004	0.005	0.007
    9 --    10	0.005	0.001	0.001	0.004	0.005	0.005
   10 --    11	0.005	0.001	0.002	0.004	0.005	0.007
   11 --    12	0.005	0.001	0.002	0.003	0.005	0.007
   12 --    13	0.005	0.001	0.001	0.003	0.005	0.006
   13 --    14	0.006	0.000	0.001	0.005	0.005	0.006
   14 --    15	0.006	0.000	0.000	0.006	0.006	0.006
   15 --    16	0.006	0.000	0.000	0.005	0.006	0.006
   16 --    17	0.006	0.001	0.001	0.004	0.006	0.007
   17 --    18	0.006	0.001	0.001	0.004	0.005	0.007
   18 --    19	0.006	0.001	0.001	0.005	0.005	0.007
   19 --    20	0.005	0.001	0.001	0.004	0.004	0.006
   20 --    21	0.005	0.001	0.001	0.004	0.005	0.006
   21 --    22	0.006	0.001	0.001	0.004	0.006	0.007
   22 --    23	0.005	0.001	0.001	0.004	0.006	0.006
   23 --    24	0.006	0.001	0.001	0.004	0.006	0.006
   24 --    25	0.005	0.001	0.001	0.004	0.005	0.007
   25 --    26	0.006	0.001	0.001	0.004	0.006	0.007
   26 --    27	0.005	0.001	0.002	0.003	0.004	0.007
   27 --    28	0.004	0.000	0.000	0.004	0.005	0.005
   28 --    29	0.006	0.001	0.001	0.004	0.006	0.007
   29 --    30	0.005	0.001	0.001	0.004	0.005	0.006
   30 --    31	0.005	0.001	0.001	0.004	0.006	0.006
   31 --    32	0.006	0.001	0.001	0.005	0.006	0.006
   32 --    33	0.005	0.001	0.001	0.003	0.005	0.006
   33 --    34	0.005	0.001	0.001	0.004	0.005	0.005
   34 --    35	0.005	0.001	0.001	0.004	0.004	0.007
   35 --    36	0.005	0.001	0.001	0.004	0.005	0.006
   36 --    37	0.005	0.001	0.001	0.004	0.005	0.006
   37 --    38	0.004	0.001	0.001	0.004	0.004	0.006
   38 --    39	0.005	0.001	0.001	0.004	0.005	0.005
   39 --    40	0.004	0.001	0.001	0.003	0.004	0.006
   40 --    41	0.004	0.001	0.002	0.003	0.004	0.007
   41 --    42	0.005	0.002	0.002	0.003	0.004	0.007
   42 --    43	0.004	0.001	0.001	0.003	0.005	0.006
   43 --    44	0.006	0.001	0.001	0.005	0.006	0.007
   44 --    45	0.005	0.001	0.001	0.004	0.006	0.006
   45 --    46	0.005	0.001	0.001	0.004	0.006	0.006
   46 --    47	0.006	0.001	0.001	0.005	0.006	0.006
   47 --    48	0.006	0.001	0.002	0.004	0.006	0.008
   48 --    49	0.005	0.001	0.001	0.004	0.005	0.007
   49 --    50	0.005	0.001	0.002	0.003	0.005	0.007
   50 --    51	0.005	0.001	0.001	0.003	0.005	0.006
   51 --    52	0.005	0.001	0.001	0.003	0.005	0.006
   52 --    53	0.006	0.001	0.001	0.004	0.006	0.007
   53 --    54	0.004	0.001	0.001	0.003	0.005	0.005
   54 --    55	0.004	0.000	0.001	0.004	0.004	0.005
   55 --    56	0.005	0.001	0.001	0.004	0.005	0.006
   56 --    57	0.005	0.000	0.000	0.004	0.005	0.005
   57 --    58	0.005	0.001	0.002	0.003	0.006	0.007
   58 --    59	0.006	0.001	0.001	0.005	0.005	0.008
   59 --    60	0.005	0.001	0.002	0.004	0.004	0.007
   60 --    61	0.004	0.000	0.001	0.003	0.004	0.004
   61 --    62	0.005	0.001	0.001	0.003	0.005	0.006
   62 --    63	0.005	0.001	0.002	0.004	0.005	0.008
   63 --    64	0.005	0.001	0.001	0.004	0.005	0.006
   64 --    65	0.004	0.001	0.001	0.003	0.004	0.006
   65 --    66	0.004	0.001	0.001	0.002	0.004	0.005
   66 --    67	0.005	0.001	0.001	0.004	0.005	0.006
   67 --    68	0.005	0.001	0.001	0.004	0.005	0.006
   68 --    69	0.005	0.001	0.001	0.004	0.004	0.006
   69 --    70	0.005	0.001	0.001	0.003	0.005	0.006
   70 --    71	0.005	0.001	0.001	0.003	0.005	0.006
   71 --    72	0.005	0.000	0.000	0.005	0.005	0.006
   72 --    73	0.005	0.001	0.001	0.004	0.005	0.006
   73 --    74	0.005	0.001	0.001	0.004	0.005	0.006
   74 --    75	0.005	0.001	0.001	0.003	0.005	0.006
   75 --    76	0.004	0.001	0.001	0.003	0.004	0.006
   76 --    77	0.005	0.001	0.002	0.003	0.006	0.007
   77 --    78	0.005	0.001	0.001	0.004	0.005	0.007
   78 --    79	0.005	0.001	0.001	0.003	0.005	0.006
   79 --    80	0.005	0.001	0.001	0.004	0.005	0.006
   80 --    81	0.004	0.001	0.001	0.003	0.005	0.005
   81 --    82	0.006	0.001	0.001	0.004	0.006	0.007
   82 --    83	0.004	0.001	0.001	0.004	0.004	0.005
   83 --    84	0.004	0.000	0.001	0.003	0.004	0.005
   84 --    85	0.005	0.001	0.001	0.004	0.005	0.007
   85 --    86	0.005	0.001	0.001	0.003	0.005	0.007
   86 --    87	0.006	0.001	0.001	0.005	0.006	0.006
   87 --    88	0.006	0.001	0.002	0.004	0.005	0.008
   88 --    89	0.006	0.001	0.002	0.004	0.006	0.008
   89 --    90	0.005	0.001	0.001	0.004	0.005	0.006
   90 --    91	0.005	0.001	0.001	0.004	0.005	0.006
   91 --    92	0.005	0.001	0.001	0.004	0.005	0.006
   92 --    93	0.004	0.000	0.001	0.004	0.004	0.005
   93 --    94	0.006	0.001	0.001	0.004	0.006	0.007
   94 --    95	0.006	0.001	0.001	0.004	0.005	0.007
   95 --    96	0.005	0.001	0.002	0.004	0.005	0.007
   96 --    97	0.006	0.001	0.002	0.004	0.006	0.008
   97 --    98	0.006	0.002	0.002	0.004	0.004	0.008
   98 --    99	0.005	0.001	0.002	0.003	0.005	0.007
   99 --   100	0.005	0.001	0.001	0.004	0.005	0.005
  100 --   101	0.005	0.001	0.001	0.004	0.005	0.006
  101 --   102	0.006	0.001	0.002	0.003	0.006	0.007
  102 --   103	0.004	0.001	0.001	0.004	0.004	0.006
  103 --   104	0.005	0.002	0.002	0.004	0.005	0.008
  104 --   105	0.005	0.001	0.001	0.004	0.004	0.007
  105 --   106	0.005	0.001	0.001	0.004	0.005	0.006
  106 --   107	0.006	0.001	0.001	0.004	0.006	0.007
  107 --   108	0.006	0.002	0.002	0.004	0.006	0.009
  108 --   109	0.005	0.001	0.001	0.004	0.005	0.007
  109 --   110	0.005	0.001	0.001	0.004	0.005	0.007
  110 --   111	0.005	0.002	0.002	0.003	0.004	0.007
  111 --   112	0.006	0.002	0.002	0.004	0.006	0.009
  112 --   113	0.004	0.001	0.001	0.004	0.004	0.005
  113 --   114	0.005	0.001	0.001	0.004	0.005	0.007
  114 --   115	0.005	0.002	0.002	0.004	0.005	0.008
  115 --   116	0.005	0.002	0.003	0.003	0.004	0.009
  116 --   117	0.005	0.001	0.001	0.004	0.005	0.006
  117 --   118	0.005	0.001	0.001	0.003	0.005	0.007
  118 --   119	0.005	0.001	0.001	0.004	0.005	0.006
  119 --   120	0.006	0.002	0.002	0.004	0.005	0.009
  120 --   121	0.005	0.001	0.002	0.003	0.005	0.007
  121 --   122	0.006	0.001	0.001	0.004	0.006	0.008
  122 --   123	0.007	0.003	0.003	0.004	0.007	0.011
  123 --   124	0.005	0.001	0.001	0.004	0.005	0.007
  124 --   125	0.007	0.001	0.001	0.005	0.007	0.007
  125 --   126	0.005	0.001	0.002	0.003	0.005	0.007
  126 --   127	0.006	0.001	0.002	0.004	0.005	0.008
  127 --   128	0.005	0.001	0.001	0.003	0.004	0.006
  128 --   129	0.005	0.000	0.000	0.005	0.005	0.006
  129 --   130	0.005	0.001	0.001	0.004	0.006	0.006
  130 --   131	0.005	0.002	0.002	0.003	0.004	0.008
  131 --   132	0.005	0.002	0.002	0.003	0.004	0.008
  132 --   133	0.008	0.005	0.007	0.003	0.004	0.017
  133 --   134	0.005	0.001	0.001	0.004	0.005	0.007
  134 --   135	0.006	0.002	0.002	0.003	0.005	0.008
  135 --   136	0.006	0.001	0.001	0.005	0.005	0.007
  136 --   137	0.006	0.002	0.003	0.003	0.005	0.009
  137 --   138	0.005	0.001	0.001	0.003	0.005	0.006
  138 --   139	0.004	0.000	0.000	0.003	0.003	0.004
  139 --   140	0.004	0.001	0.001	0.004	0.004	0.005
  140 --   141	0.005	0.002	0.002	0.004	0.005	0.007
  141 --   142	0.005	0.001	0.001	0.004	0.005	0.006
  142 --   143	0.005	0.002	0.002	0.003	0.004	0.008
  143 --   144	0.006	0.001	0.001	0.005	0.005	0.007
  144 --   145	0.005	0.001	0.001	0.004	0.005	0.006
  145 --   146	0.005	0.001	0.001	0.004	0.005	0.007
  146 --   147	0.005	0.001	0.001	0.004	0.005	0.006
  147 --   148	0.006	0.002	0.003	0.004	0.005	0.011
  148 --   149	0.005	0.001	0.001	0.003	0.005	0.006
  149 --   150	0.005	0.001	0.001	0.004	0.005	0.006
  150 --   151	0.005	0.001	0.002	0.004	0.005	0.007
  151 --   152	0.006	0.001	0.001	0.005	0.006	0.007
  152 --   153	0.005	0.001	0.001	0.003	0.005	0.006
  153 --   154	0.005	0.001	0.001	0.004	0.005	0.006
  154 --   155	0.004	0.001	0.001	0.004	0.004	0.006
  155 --   156	0.004	0.001	0.002	0.003	0.004	0.007
  156 --   157	0.004	0.001	0.001	0.003	0.004	0.006
  157 --   158	0.004	0.001	0.001	0.003	0.004	0.005
  158 --   159	0.005	0.001	0.002	0.003	0.006	0.007
  159 --   160	0.005	0.001	0.001	0.003	0.005	0.007
  160 --   161	0.005	0.001	0.001	0.003	0.004	0.007
  161 --   162	0.004	0.001	0.001	0.004	0.004	0.006
  162 --   163	0.005	0.001	0.002	0.003	0.005	0.007
  163 --   164	0.005	0.001	0.001	0.003	0.005	0.006
  164 --   165	0.004	0.001	0.001	0.003	0.004	0.006
  165 --   166	0.005	0.000	0.000	0.004	0.005	0.005
  166 --   167	0.006	0.001	0.001	0.004	0.005	0.007
  167 --   168	0.005	0.001	0.001	0.004	0.005	0.006
  168 --   169	0.005	0.001	0.002	0.004	0.005	0.008
  169 --   170	0.005	0.001	0.001	0.004	0.004	0.006
  170 --   171	0.005	0.002	0.002	0.002	0.006	0.007
  171 --   172	0.005	0.001	0.001	0.004	0.005	0.006
  172 --   173	0.005	0.000	0.001	0.004	0.005	0.005
  173 --   174	0.005	0.001	0.001	0.003	0.004	0.006
  174 --   175	0.005	0.002	0.002	0.003	0.005	0.007
  175 --   176	0.005	0.002	0.002	0.003	0.004	0.009
  176 --   177	0.006	0.001	0.001	0.005	0.006	0.007
  177 --   178	0.005	0.001	0.002	0.003	0.005	0.006
  178 --   179	0.005	0.001	0.001	0.004	0.004	0.006
  179 --   180	0.006	0.002	0.002	0.004	0.005	0.009
  180 --   181	0.004	0.001	0.001	0.003	0.004	0.005
  181 --   182	0.004	0.001	0.001	0.003	0.004	0.006
  182 --   183	0.005	0.001	0.001	0.004	0.005	0.005
  183 --   184	0.006	0.002	0.002	0.004	0.005	0.009
  184 --   185	0.005	0.001	0.002	0.004	0.005	0.007
  185 --   186	0.005	0.001	0.001	0.003	0.004	0.006
  186 --   187	0.004	0.001	0.001	0.003	0.004	0.006
  187 --   188	0.007	0.003	0.004	0.005	0.006	0.012
  188 --   189	0.005	0.001	0.001	0.004	0.006	0.006
  189 --   190	0.005	0.001	0.001	0.003	0.005	0.005
  190 --   191	0.005	0.002	0.002	0.003	0.005	0.007
  191 --   192	0.005	0.001	0.001	0.004	0.005	0.006
  192 --   193	0.005	0.002	0.002	0.004	0.004	0.008
  193 --   194	0.005	0.001	0.001	0.004	0.005	0.006
  194 --   195	0.005	0.001	0.001	0.004	0.005	0.007
  195 --   196	0.005	0.001	0.001	0.004	0.005	0.006
  196 --   197	0.005	0.001	0.001	0.004	0.005	0.007
  197 --   198	0.005	0.001	0.001	0.003	0.005	0.007
  198 --   199	0.005	0.001	0.001	0.004	0.005	0.007
  199 --   200	0.006	0.000	0.000	0.005	0.006	0.006
  200 --   201	0.006	0.002	0.003	0.003	0.005	0.009
  201 --   202	0.005	0.001	0.001	0.004	0.004	0.006
  202 --   203	0.004	0.001	0.001	0.004	0.004	0.006
  203 --   204	0.005	0.001	0.001	0.003	0.005	0.006
  204 --   205	0.005	0.002	0.002	0.004	0.005	0.008
  205 --   206	0.004	0.001	0.001	0.003	0.004	0.005
  206 --   207	0.005	0.001	0.002	0.003	0.004	0.007
  207 --   208	0.005	0.001	0.001	0.004	0.005	0.006
  208 --   209	0.006	0.001	0.002	0.004	0.005	0.008
  209 --   210	0.004	0.001	0.001	0.003	0.004	0.005
  210 --   211	0.005	0.001	0.002	0.003	0.005	0.008
  211 --   212	0.005	0.001	0.002	0.003	0.006	0.007
  212 --   213	0.004	0.001	0.001	0.003	0.004	0.006
  213 --   214	0.005	0.001	0.001	0.004	0.005	0.006
  214 --   215	0.005	0.001	0.001	0.004	0.004	0.006
  215 --   216	0.005	0.001	0.001	0.004	0.005	0.006
  216 --   217	0.005	0.001	0.001	0.003	0.004	0.007
  217 --   218	0.004	0.001	0.002	0.003	0.004	0.006
  218 --   219	0.006	0.002	0.002	0.004	0.006	0.008
  219 --   220	0.005	0.000	0.000	0.005	0.006	0.006
  220 --   221	0.006	0.000	0.001	0.005	0.006	0.006
  221 --   222	0.005	0.001	0.001	0.004	0.004	0.006
  222 --   223	0.005	0.001	0.001	0.003	0.005	0.006
  223 --   224	0.005	0.000	0.001	0.004	0.005	0.006
  224 --   225	0.005	0.001	0.001	0.004	0.004	0.007
  225 --   226	0.006	0.001	0.002	0.003	0.006	0.007
  226 --   227	0.005	0.001	0.001	0.004	0.005	0.006
  227 --   228	0.005	0.001	0.001	0.003	0.004	0.007
  228 --   229	0.004	0.001	0.001	0.003	0.004	0.006
  229 --   230	0.004	0.001	0.002	0.003	0.004	0.007
  230 --   231	0.005	0.001	0.001	0.004	0.005	0.006
  231 --   232	0.004	0.001	0.001	0.003	0.004	0.005
  232 --   233	0.004	0.001	0.001	0.003	0.004	0.006
  233 --   234	0.006	0.001	0.001	0.005	0.006	0.008
  234 --   235	0.005	0.001	0.001	0.003	0.005	0.006
  235 --   236	0.005	0.001	0.001	0.003	0.005	0.006
  236 --   237	0.005	0.001	0.001	0.004	0.004	0.006
  237 --   238	0.006	0.003	0.003	0.003	0.005	0.011
  238 --   239	0.005	0.001	0.001	0.004	0.005	0.006
  239 --   240	0.004	0.001	0.001	0.003	0.005	0.005
  240 --   241	0.005	0.001	0.001	0.004	0.005	0.007
  241 --   242	0.005	0.002	0.002	0.003	0.005	0.008
  242 --   243	0.005	0.002	0.002	0.003	0.005	0.007
  243 --   244	0.005	0.001	0.001	0.004	0.005	0.007
  244 --   245	0.004	0.001	0.001	0.003	0.004	0.006
  245 --   246	0.005	0.001	0.001	0.004	0.006	0.006
  246 --   247	0.005	0.001	0.001	0.004	0.006	0.007
  247 --   248	0.006	0.002	0.003	0.002	0.006	0.009
  248 --   249	0.005	0.001	0.001	0.005	0.005	0.006
  249 --   250	0.004	0.001	0.001	0.004	0.005	0.005
  250 --   251	0.005	0.001	0.001	0.004	0.005	0.006
  251 --   252	0.005	0.001	0.001	0.003	0.005	0.006
  252 --   253	0.005	0.001	0.002	0.003	0.005	0.007
  253 --   254	0.005	0.001	0.001	0.004	0.005	0.006
  254 --   255	0.005	0.001	0.001	0.004	0.006	0.006
  255 --   256	0.005	0.001	0.001	0.004	0.005	0.006
  256 --   257	0.005	0.001	0.001	0.003	0.005	0.007
  257 --   258	0.004	0.001	0.001	0.003	0.004	0.006
  258 --   259	0.004	0.001	0.001	0.003	0.005	0.005
  259 --   260	0.004	0.001	0.001	0.003	0.004	0.005
  260 --   261	0.005	0.001	0.001	0.004	0.004	0.007
